series,episode,baker_name,baker_age,baker_occupation,hometown,signature_bake,show_stopper,viewers,technical,result
8,5,James Hillery,46,Banker,"Brentwood, Essex",Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,8.61,7,OUT
8,1,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Courgette and Lemon Cake,'Russian Doll' Cake,9.46,3,IN
8,2,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,9.23,4,IN
8,3,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,8.68,2,STAR BAKER
8,4,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,8.55,9,IN
8,5,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,8.61,3,IN
8,6,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex",'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,8.61,7,OUT
8,1,Kate Lyon,29,Health and safety inspector,Merseyside,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,9.46,1,IN
8,2,Kate Lyon,29,Health and safety inspector,Merseyside,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,9.23,8,IN
8,3,Kate Lyon,29,Health and safety inspector,Merseyside,Blueberry Buns,'Kraken' Bread Sculpture,8.68,10,IN
8,4,Kate Lyon,29,Health and safety inspector,Merseyside,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,8.55,6,STAR BAKER
8,5,Kate Lyon,29,Health and safety inspector,Merseyside,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,8.61,8,IN
8,6,Kate Lyon,29,Health and safety inspector,Merseyside,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,8.61,5,IN
8,7,Kate Lyon,29,Health and safety inspector,Merseyside,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,9.01,6,IN
8,8,Kate Lyon,29,Health and safety inspector,Merseyside,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,8.95,2,IN
8,9,Kate Lyon,29,Health and safety inspector,Merseyside,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,9.03,4,IN
8,10,Kate Lyon,29,Health and safety inspector,Merseyside,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",10.04,3,Runner-up
8,1,Liam Charles,19,Student,North London,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,9.46,8,IN
8,2,Liam Charles,19,Student,North London,Coffee Malted Pecan Shorties,'Classroom Classics' Game,9.23,7,IN
8,3,Liam Charles,19,Student,North London,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,8.68,5,IN
8,4,Liam Charles,19,Student,North London,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,8.55,3,IN
8,5,Liam Charles,19,Student,North London,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,8.61,2,IN
8,6,Liam Charles,19,Student,North London,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,8.61,4,STAR BAKER
8,7,Liam Charles,19,Student,North London,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,9.01,2,IN
8,8,Liam Charles,19,Student,North London,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,8.95,5,OUT
8,1,Peter Abatan,52,IT programme manager,"Southend, Essex",Coconut Cake,'Bread on a Breadboard' Cake,9.46,10,OUT
8,1,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,9.46,5,IN
8,2,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,9.23,2,IN
8,3,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Tagine Teacakes,'Picnic Basket' Bread Sculpture,8.68,6,IN
8,4,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,8.55,4,IN
8,5,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey","Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",8.61,1,STAR BAKER
8,6,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,8.61,2,IN
8,7,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,9.01,3,IN
8,8,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,8.95,4,IN
8,9,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,9.03,1,STAR BAKER
8,10,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,10.04,2,WINNER
8,1,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,9.46,11,IN
8,2,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,9.23,9,IN
8,3,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,8.68,1,IN
8,4,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,8.55,1,IN
8,5,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,8.61,4,IN
8,6,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,8.61,6,IN
8,7,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",My All Time Favourite Desserts,Pastry Surprise,9.01,4,IN
8,8,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,8.95,3,STAR BAKER
8,9,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire",'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,9.03,2,OUT
8,1,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Bonfire Night Cake,'A Baker's Lunch' Cake,9.46,6,STAR BAKER
8,2,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Amarpressi Biscuits,'Check Bake' Game,9.23,6,STAR BAKER
8,3,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,8.68,3,IN
8,4,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,8.55,7,IN
8,5,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,8.61,5,IN
8,6,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",'Fleetwood Mac' Decorative Pies,Christmas Pie,8.61,3,IN
8,7,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Italian Style Cannoli,'Sicilian-style' Sfogliatelle,9.01,1,STAR BAKER
8,8,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,8.95,1,IN
8,9,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire",Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,9.03,3,IN
8,10,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,10.04,1,Runner-up
8,1,Tom Hetherington,29,Architect,Edinburgh,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,9.46,7,IN
8,2,Tom Hetherington,29,Architect,Edinburgh,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,9.23,5,IN
8,3,Tom Hetherington,29,Architect,Edinburgh,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,8.68,4,IN
8,4,Tom Hetherington,29,Architect,Edinburgh,Stem Ginger Caramel Shortbreads,Hummingbird Cake,8.55,5,OUT
9,NA,Antony Amourdoux,30,Banker,London,NA,NA,NA,NA,NA
9,NA,Briony Williams,33,Full-time parent,Bristol,NA,NA,NA,NA,NA
9,NA,Dan Beasley-Harling,36,Full-time parent,London,NA,NA,NA,NA,NA
9,NA,Imelda McCarron,33,Countryside recreation officer,County Tyrone,NA,NA,NA,NA,NA
9,NA,Jon Jenkins,47,Blood courier,Newport,NA,NA,NA,NA,NA
9,NA,Karen Wright,60,In-store sampling assistant,Wakefield,NA,NA,NA,NA,NA
9,NA,Kim-Joy Hewlett,27,Mental health specialist,Leeds,NA,NA,NA,NA,NA
9,NA,Luke Thompson,30,Civil servant/house and techno DJ,Sheffield,NA,NA,NA,NA,NA
9,NA,Manon Lagrave,26,Software project manager,London,NA,NA,NA,NA,NA
9,NA,Rahul Mandal,30,Research scientist,Rotherham,NA,NA,NA,NA,NA
9,NA,Ruby Bhogal,29,Project manager,London,NA,NA,NA,NA,NA
9,NA,Terry Hartill,56,Retired air steward,West Midlands,NA,NA,NA,NA,NA
10,NA,Alice Fevronia,28,Geography teacher,Essex,NA,NA,NA,NA,NA
10,NA,Amelia LeBruin,24,Fashion designer,Halifax,NA,NA,NA,NA,NA
10,NA,Dan Chambers,32,Support worker,Rotherham,NA,NA,NA,NA,NA
10,NA,David Atherton,36,International health adviser,Whitby,NA,NA,NA,NA,NA
10,NA,Helena Garcia,40,Online project manager,Leeds,NA,NA,NA,NA,NA
10,NA,Henry Bird,20,Student,Durham,NA,NA,NA,NA,NA
10,NA,Jamie Finn,20,Part-time waiter,Surrey,NA,NA,NA,NA,NA
10,NA,Michael Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA,NA,NA,NA,NA
10,NA,Michelle Evans-Fecci,35,Print shop administrator,"Tenby, Wales",NA,NA,NA,NA,NA
10,NA,Phil Thorne,56,HGV driver,Rainham,NA,NA,NA,NA,NA
10,NA,Priya O'Shea,34,Marketing consultant,Leicester,NA,NA,NA,NA,NA
10,NA,Rosie Brandreth-Poynter,28,Veterinary surgeon,Somerset,NA,NA,NA,NA,NA
10,NA,Steph Blackwell,28,Shop assistant,Chester,NA,NA,NA,NA,NA
